age,income,loan_amount,employment_length,dependents,existing_loans,transaction_frequency,spending_pattern,repayment_behavior,mobile_usage,utility_payments,social_activity,digital_payments,debt_to_income,digital_stability_index,default_risk
46,41906.08286273347,15428.114194508482,12,0,1,29,0.14721894792662554,0.3837305967452974,1.0743582544635193,1,39,47,0.48746208991498435,1.9,1
21,70592.08722839385,15512.820519601803,0,5,3,95,0.7214370795139934,0.2517646029071937,11.646375547612497,1,46,22,0.4322352473533553,0.3333333333333333,1
22,89649.40900337856,13821.841379896438,14,3,0,48,0.7097007488769708,0.3234711306523188,3.236413150730114,0,41,14,0.1541748836792875,0.2857142857142857,1
28,69075.20511622707,12684.133846497205,14,4,0,65,0.6207892794500641,0.3600577508325533,1.723395051410705,1,13,39,0.18362522702506578,0.7424242424242424,0
68,93436.05334793203,28686.20622155509,13,2,1,6,0.19689460645902834,0.3128004411002213,5.183124523764175,0,43,12,0.36052299397881904,1.7142857142857142,1
38,31552.97341876164,18408.20009434383,4,2,0,85,0.8851194215497947,0.09030790762885199,4.065755365475434,1,45,24,0.5833877036670925,0.3953488372093023,1
52,33612.263390024185,30765.42713173193,5,4,0,83,0.2702236510793511,0.1478161257812758,11.38468656450136,1,33,39,0.9152764126098675,0.5833333333333334,1
29,26221.177638933026,25151.720203453064,30,0,4,95,0.6677696644584982,0.9962404942839586,1.3000135268157056,1,0,4,1.7218905624533125,0.14583333333333334,1
43,58835.21299298959,28626.16740813876,25,2,2,78,0.7011809577557033,0.3630412746995504,11.767297718209663,1,22,38,0.6565032901206799,0.6075949367088608,1
68,53512.0709960874,6404.297869151984,24,3,2,47,0.7079351346683851,0.805372451852224,7.4538902615643625,0,0,4,0.30654749510360524,0.08333333333333333,0
36,46960.97753056028,19745.36792798424,38,4,0,13,0.7608040079854803,0.7172929432948444,4.298095737138961,0,43,13,0.42045435405983567,0.9285714285714286,1
62,66185.17256246597,11545.876088053015,39,3,1,65,0.8912992646651666,0.5641610495695367,10.54932665693254,0,44,0,0.2499899215721706,0.0,0
24,74646.57210429329,1692.9063091237367,14,5,1,71,0.1767920820268815,0.4498132522315518,5.5879915084331095,1,46,34,0.08966006690442381,0.6111111111111112,0
64,19486.75181426316,26968.025356444206,5,0,3,28,0.477751318019892,0.6652746436267345,6.858460952532535,1,27,16,2.153559105044003,0.896551724137931,1
24,38060.55944197769,12650.459794354967,0,2,1,69,0.8798724287479088,0.5842131639397371,2.5695601881338996,1,33,43,0.4637345409155375,0.7571428571428571,1
43,66402.8718824612,6559.186957866525,6,3,1,42,0.8056682508942326,0.7339110716370888,10.683479603452778,1,31,24,0.17407399041921792,0.7906976744186046,0
57,40645.226322828355,11683.489094010452,3,4,4,74,0.8924963065148782,0.9938430053320368,10.661175746794147,0,22,19,0.7794939889958711,0.25333333333333335,1
22,34035.87847283692,8630.207017809445,0,0,4,9,0.5659476445885644,0.31490022148774144,9.26825299711051,1,34,44,0.8411525469545551,5.4,1
38,70370.7485530079,9450.416259066662,1,2,0,72,0.6382794917983193,0.3339500323419564,8.986035471832725,1,27,32,0.1342927588611513,0.5753424657534246,0
31,24209.9986055204,13227.172878538804,33,2,1,71,0.31104268340782515,0.6891514097243435,3.2026089612122277,1,4,16,0.752846802212561,0.3611111111111111,1
21,43968.4038441779,28846.521544357944,34,0,2,34,0.46666414015471536,0.8445292089878121,5.869461153763651,1,15,31,0.8834898394807714,1.1714285714285715,1
40,56572.88051609617,9669.462267642994,12,0,1,91,0.1167590429231285,0.1899482000970607,2.011011683098836,0,46,26,0.25929743786037973,0.2826086956521739,1
59,38523.601721797626,28274.165313753525,16,0,1,66,0.6757766367411169,0.8546858887004406,7.50638117261939,1,19,30,0.8637121171048123,0.5970149253731343,1
37,65663.1131202635,21790.69436783617,9,5,0,11,0.8407019017484715,0.8964326014416867,3.3225819446358638,1,47,16,0.33185088981445043,2.1666666666666665,0
32,38622.46049605262,18170.172508688687,2,3,2,55,0.18971943029243957,0.39486239602213025,4.283821735084989,1,19,22,0.7293539249691965,0.5714285714285714,1
67,78172.38986891838,20984.960258015,3,1,0,36,0.46350234031706083,0.2665538770753416,9.971996594054609,1,16,8,0.2684412214079843,0.4864864864864865,0
69,47485.07405008455,15109.24531069966,24,5,1,78,0.5985338781270927,0.40057938135644033,11.836268477418582,1,4,4,0.4234766868596048,0.17721518987341772,1
62,63425.40273410707,25288.40083090741,36,2,2,30,0.6057425876840907,0.18662558044425748,5.17744486284631,0,19,37,0.5563676845877835,1.1935483870967742,1
46,64920.479059656325,19535.842106136806,37,3,1,47,0.3452253299721978,0.05918568072298058,9.737737323069155,1,4,32,0.377931040104475,0.875,0
25,37449.19994511855,1682.672119795896,28,4,0,66,0.11582772773464889,0.7972541492540683,2.4519880716577207,1,2,41,0.044930924861863765,0.7611940298507462,0
58,10000.0,17370.01545511972,0,2,0,35,0.8102521690280136,0.5698227322859368,6.8176950927582185,1,31,2,1.7368278627256994,0.3333333333333333,1
65,57215.1150932767,21271.78514394092,29,5,4,98,0.17342165198081227,0.49410811676610356,7.0634186734569555,0,24,26,0.7213314828638313,0.26262626262626265,1
36,51445.76694249739,12687.990251190262,38,1,2,27,0.24214378933618885,0.21398757527396417,10.770374001382237,1,33,45,0.4409993396970674,1.9642857142857142,1
65,61116.520551502545,16010.04698171146,9,4,4,68,0.870229814201094,0.5524210533589788,3.6553255471491766,1,49,21,0.5891935185977726,0.4492753623188406,1
56,45469.45055234324,10097.136042604745,28,2,2,97,0.5002986159448665,0.40164560631915724,1.706285299875901,1,0,43,0.44198233794648595,0.5408163265306123,1
63,41391.446023985685,3978.9947514915166,31,1,3,76,0.7992295453329374,0.5061882801450939,4.848642070652559,1,1,20,0.45851348674813175,0.38961038961038963,1
45,90169.460219634,2596.9850325500793,0,0,2,59,0.8175564434093676,0.09079123247489473,9.20826957615929,0,9,47,0.13970190461340434,0.7833333333333333,1
63,20552.918769784446,2703.4561034490926,16,1,1,20,0.8915546290795325,0.9228077047159197,1.5059619409419072,0,17,12,0.37479257312107594,0.5714285714285714,0
44,64679.00956728477,20352.357939764257,11,2,2,13,0.13256111418037292,0.7641753214123845,2.6071796194154566,1,12,29,0.46926953386099246,2.7857142857142856,1
21,38507.96283633218,1000.0,1,1,4,8,0.14240015353399188,0.7411923669569832,1.4991423348037083,1,21,28,0.5453275926763486,4.222222222222222,1
32,43284.42764519156,9668.16058429215,8,5,0,87,0.2525776662216422,0.5817784572584872,6.460948979377029,1,6,12,0.2233583242735077,0.25,0
52,43657.94334852068,8874.773718036977,11,2,0,43,0.6251186407736674,0.22765532148757106,10.074897357677067,0,30,46,0.20327504601271312,1.0454545454545454,1
54,33931.31451657486,12742.723712100284,24,2,2,48,0.30957272106776534,0.10358766596126501,3.9315145385573667,1,31,18,0.6702379143925236,0.5714285714285714,1
18,61424.48420472479,1000.0,35,1,3,45,0.4964999928265248,0.3614003800426894,1.3457502165438144,0,1,24,0.2604782071668113,0.5217391304347826,1
20,77812.87191899915,18231.10475792495,34,1,0,17,0.7290859728718083,0.41280413564618434,2.941334985289437,1,42,45,0.2342911913816952,3.0555555555555554,0
64,59400.27322493323,4814.708846720809,21,5,0,80,0.2486334405322735,0.7610294165349256,1.9211662514111103,1,46,40,0.08105396711765887,0.6172839506172839,0
41,52067.6399242419,24059.244325674154,32,4,0,77,0.32870764923070017,0.14813058033186444,7.088067402094477,1,36,37,0.46206784660938977,0.6025641025641025,1
44,30271.19001801507,10025.87449928934,20,4,3,16,0.6820205118996722,0.8168405763378763,6.501486398823512,1,48,12,0.8266952105016641,1.2941176470588236,1
57,60336.50531648902,14235.095812704638,39,3,4,28,0.1061486976761465,0.4428916595164145,3.695567451111825,1,3,24,0.5673932926648342,1.1724137931034482,1
53,93126.99263458597,15030.19085244165,21,2,2,52,0.7059043487755757,0.7999579230227235,10.264832975066831,1,46,33,0.2687719357449772,0.8113207547169812,0
51,42386.10752409815,16953.928422884575,27,4,3,81,0.6410225318290579,0.4947201637557297,5.519171779476879,0,30,38,0.7538596117868612,0.4634146341463415,1
46,42480.32841296268,15296.115019969138,3,3,2,36,0.20366885370153778,0.05153778563396638,11.659836405796502,0,7,27,0.5954643125578514,0.7297297297297297,1
41,38778.217380380054,11583.115610138946,25,5,1,42,0.29508653803381857,0.6080757346779655,3.5645746181669296,1,12,48,0.42762893968378546,1.3488372093023255,1
41,40211.71531011159,17744.388245552345,22,2,2,82,0.11232345073557051,0.4271991839131897,7.84802721158392,1,1,43,0.6899406824829843,0.6385542168674698,1
59,10000.0,18729.177043959633,22,5,0,70,0.5651305968885261,0.4593031784711139,9.750607795942688,1,3,6,1.8727304313528281,0.22535211267605634,1
21,58100.70771711426,8878.922663123038,7,3,3,58,0.41767468603677205,0.7825875823263543,3.0799067760945373,1,43,20,0.4109848677664484,0.5084745762711864,1
20,33088.956472907725,18410.942551788456,31,4,3,25,0.4387465326362009,0.22257452150440282,9.725862881695157,1,29,41,1.0097004080118248,1.9615384615384615,1
51,17794.737624163998,24533.76241921357,38,3,4,35,0.18254795393378842,0.0256486716465113,10.727175119606725,0,43,24,2.5024960111090455,0.6666666666666666,1
66,65063.79899465098,20647.15356883642,0,1,1,68,0.3818473926317141,0.2861522680392916,8.344949718333385,1,29,2,0.39417863368708617,0.17391304347826086,0
40,28359.64429916128,22459.001933177497,29,5,4,56,0.8351985726298133,0.1551103920462895,10.855228878742333,1,47,38,1.4971099205398926,0.8421052631578947,1
69,43226.61892232485,16375.366791259563,27,3,4,39,0.15178905280062846,0.34381540839554836,5.31716585949775,1,44,14,0.8414843958123622,0.6,1
40,79328.8478237716,7510.796431400967,16,5,1,20,0.879966500684852,0.20802070216113744,5.4193528152323,1,16,35,0.15770604349567452,2.142857142857143,1
62,21815.68403950973,8522.844322370838,22,0,0,44,0.7784077110545903,0.09703042467664547,1.2027484526974823,1,15,16,0.3906571826834948,0.5777777777777777,1
22,19348.03530804476,17559.103742835294,37,0,3,94,0.26239191194854594,0.8275722862679896,9.788791956544692,1,31,44,1.6827249123525128,0.5684210526315789,1
48,55386.12379124676,22542.10980121848,23,3,2,42,0.6643375192046128,0.2094376578435052,1.3642973882391782,0,2,19,0.5875392613609836,0.4418604651162791,1
58,72989.74728020738,37287.295311952446,21,0,1,61,0.17275724799464465,0.36380794653994497,3.902656792844458,1,27,0,0.5793514505285704,0.16129032258064516,1
23,18513.16564536074,22854.57555550883,4,3,4,7,0.22773258209788275,0.0018735934348104166,7.822623313552768,1,0,20,2.314691160076516,3.75,1
54,58153.79473674354,5636.513940019984,24,5,2,41,0.4903689536937146,0.7717034731745437,7.684552691783402,1,24,43,0.2688774676413822,1.2619047619047619,0
27,61619.99079923384,8861.81942112014,6,3,1,6,0.42036485392234846,0.46327798886004823,6.285215097903347,1,30,12,0.22495288117458329,3.142857142857143,0
57,10000.0,33228.138527647985,21,3,1,90,0.7520229793765004,0.8646773052601073,7.7942599359857585,1,46,0,3.822431609603838,0.10989010989010989,1
24,65970.0267581444,13284.888544185773,36,0,0,7,0.851403974577308,0.05282861275969386,4.544759262241637,0,26,0,0.20137459119575846,0.0,1
56,67532.11759684359,15380.117078090308,33,2,0,51,0.8542523250850347,0.16381329567919867,3.2406923825488754,1,42,42,0.22774184911624984,1.0,1
55,43764.2885348795,7316.664636726169,35,3,3,94,0.21760232774540428,0.2576936686594936,4.2227615823719225,1,12,26,0.5099170000659431,0.37894736842105264,1
38,75046.92724596016,27520.82724459395,39,3,3,31,0.6489824646318143,0.8881586268872738,3.7231438628242444,1,26,9,0.5665823002044716,0.59375,1
37,72729.1114864969,19002.665658565,19,1,2,67,0.5566295466328761,0.35404095634792054,5.720407537848728,1,22,21,0.3987710875975991,0.45588235294117646,0
20,52062.358514344094,8803.189216917508,36,1,3,42,0.3961842566284586,0.18689672528983148,9.340973420864412,1,3,47,0.45719657540647207,1.3255813953488371,1
68,40971.092193501325,7049.397689141831,16,4,1,48,0.8958628097142816,0.8014671462138262,4.576975731973009,1,7,2,0.2940879277591056,0.24489795918367346,0
39,30543.44214834086,17457.631567182976,3,0,1,12,0.464836111311714,0.30232369070617104,4.913745268487949,1,18,44,0.735244449976077,4.153846153846154,1
64,49248.729812676174,15353.64939904362,17,2,1,27,0.6322650752152097,0.34962798193871236,8.671793829578569,0,17,28,0.4132743362544272,1.0,1
21,61395.17839408358,21656.881737769017,27,3,1,10,0.5022733635449067,0.6546180970573632,11.04598021740371,1,44,49,0.4341781921126511,5.363636363636363,1
45,43516.462779187175,19375.7477850176,15,3,0,29,0.18232314965665025,0.38381685606259763,3.8633444190621002,1,34,19,0.445240750439254,0.9666666666666667,1
29,10000.0,12884.157209851019,7,0,1,63,0.2128801893747232,0.01646917341532861,9.092129680964415,1,34,17,1.7882368972953724,0.421875,1
55,75374.27789153141,10649.587236309068,17,4,1,61,0.7001146086350379,0.9891558593766866,7.862034017452733,1,34,12,0.20762228245220618,0.3548387096774194,0
68,53804.46443689788,13720.462813609329,28,4,1,62,0.7413470875153118,0.23865695627070527,6.733759661848712,1,10,13,0.34792865389284705,0.36507936507936506,1
53,42407.51006646332,10594.553226745898,39,1,4,20,0.39105449133205716,0.24436298750412533,1.209983902806956,1,36,0,0.7214248550302194,0.47619047619047616,1
64,67143.16776846576,13958.435737561906,15,0,2,30,0.1535673209330989,0.13393911851612372,5.188176272491202,1,11,31,0.35682080117781995,1.3225806451612903,0
58,80492.77192965512,15131.527428955054,29,4,2,83,0.8656043408884764,0.1579654581515636,3.259162313432811,1,15,15,0.3122170427162728,0.2976190476190476,1
22,10000.0,7816.552852959544,33,4,1,51,0.4976579174908482,0.5019713932230635,2.542026915947135,1,11,20,1.281527132582696,0.5769230769230769,1
30,58685.27299844143,20045.438896783042,29,2,1,44,0.20731865997752374,0.9397417933467687,4.030548774466074,1,7,26,0.4267682648282706,0.8,1
40,21467.015783793056,12036.578284242638,20,1,2,23,0.2587678467827007,0.697200450761806,8.18357258052069,0,46,21,1.0264841663140014,0.875,1
67,59982.21013597882,8264.925197717253,21,1,3,82,0.13628814821020746,0.6575784571678969,6.92302388200616,1,0,46,0.38785728781398787,0.6746987951807228,0
47,52558.54404749158,12187.140573745055,24,1,4,48,0.6678847065242047,0.36148444392090173,5.806391033054286,0,5,10,0.612393831739893,0.20408163265306123,1
54,62714.530528810996,16938.06525296229,21,5,4,30,0.6632752732706759,0.8131040418425527,2.5957124910354277,1,6,9,0.5889779603473696,0.6129032258064516,1
42,40015.0477101069,15664.305598506427,27,4,3,56,0.5820035223477107,0.4733532393622194,9.561144589381914,1,42,46,0.7663002058736927,0.9824561403508771,1
65,12535.197763616961,18376.9449192357,38,3,1,41,0.5370402262098724,0.4575207916699523,6.292333555846488,1,0,19,1.864755594960473,0.6904761904761905,1
44,40992.63617486664,22186.769000604232,32,5,2,81,0.4051927109335759,0.9945094948888878,8.097240572990088,1,38,37,0.7851650159382072,0.573170731707317,1
68,58136.952702795665,25439.521632064265,1,4,4,51,0.8605068717452357,0.6089452510365699,1.4049385359569202,1,13,32,0.7815810416364941,0.8076923076923077,1
31,70307.84657350447,17283.889301504427,3,4,3,76,0.740416984820554,0.8681812416591059,10.815253633912825,1,33,49,0.4591725063751856,0.7662337662337663,1
65,26563.3739905495,6444.7809021160265,15,0,3,18,0.826097385739871,0.5245694699864176,6.69803165724437,1,27,28,0.8072759745720035,2.0,1
64,70541.20853746035,12847.113579757595,11,1,0,30,0.34932743511698716,0.1617294752195786,4.843877300634855,0,43,38,0.1821195259705448,1.2258064516129032,1
53,37042.554207069574,6965.452924935935,16,1,3,51,0.8826269499581849,0.9872599757454935,10.096093269028705,1,0,5,0.5929628890940475,0.28846153846153844,1
56,57248.99763189053,28574.832589698253,35,2,0,98,0.23228023880034634,0.6556711967264288,9.929204858294518,1,25,45,0.49912373400310733,0.5555555555555556,1
33,39802.12094268735,30899.207060217308,15,1,0,17,0.14501802623286136,0.1486855538711055,3.420491206013155,0,35,12,0.776301112284868,0.6666666666666666,1
39,53643.41255424204,20202.489579970745,38,4,4,15,0.35587236650263465,0.7400499779747322,5.082090562106274,1,33,33,0.7494254791087587,2.6875,1
38,67837.5526914055,21867.670741112244,22,0,1,6,0.2610295299946118,0.4391558691674905,7.6612079793001335,1,24,41,0.396053124295444,7.285714285714286,0
38,25459.71845422928,17007.545545893274,7,2,1,34,0.5140188193152179,0.8223887363784642,11.984464175926451,1,23,11,0.8643725268576464,0.6,1
25,36401.88206506337,17928.44732368633,8,4,3,28,0.38015941129575515,0.277074804869461,9.650933603740064,1,35,20,0.9045560531397723,1.0344827586206897,1
66,53699.251746841735,2220.3662533670195,13,4,2,86,0.2373968891709713,0.9423204558332058,1.5488613955103219,1,43,5,0.2275662749399631,0.1724137931034483,0
33,98031.67322060704,14408.541077944717,8,5,2,27,0.775406654796981,0.29723885929721183,9.09858023961673,1,6,7,0.2489837344638879,0.6071428571428571,1
48,32736.20575666344,7950.775501229922,25,2,0,74,0.5063764169346612,0.9972729657191357,6.397321332505193,1,39,26,0.2428666502672298,0.48,0
59,90802.67771993838,17250.85230030696,35,5,3,79,0.1876239506990583,0.7001741165559755,1.2013553883013146,1,24,17,0.3551712123354385,0.3375,0
27,90088.46607350343,14523.121236891726,2,4,3,11,0.16026649884779243,0.9712893999279889,5.981247370099051,1,30,32,0.3277089156328665,3.5,0
49,48053.77698596818,30574.575698768916,9,4,1,51,0.4065443608873739,0.7241608245153592,4.601316498481767,1,36,21,0.7402921817565934,0.5961538461538461,1
51,44036.949476001995,22333.02150978273,24,5,2,14,0.8263863273752133,0.7541601427402346,2.1481484436970204,1,12,5,0.734208152162086,1.0,1
26,36158.696026706166,17276.095860173158,3,0,4,89,0.5063999196761347,0.12137827217369768,6.865604259386977,1,19,41,1.0308741487384865,0.5666666666666667,1
34,48635.949393346615,12864.482502882993,29,0,3,77,0.21130831279626944,0.01500882253143565,11.358582755457558,1,28,38,0.572907693645251,0.6153846153846154,1
28,21865.61134880884,28408.17167007944,10,5,3,34,0.2973058208187003,0.0864027711144173,10.621494896882474,0,30,16,1.9851348239398807,0.45714285714285713,1
49,48475.21965358805,14760.362830987762,18,0,1,52,0.13958390881388372,0.43727464822225826,7.165407508128864,0,23,6,0.40763002916060026,0.11320754716981132,1
27,79937.60547701712,17653.391693082223,12,1,4,29,0.7654722276072085,0.40207985443210925,3.27308671635006,1,2,1,0.4710288785799225,0.36666666666666664,1
39,37778.29875046565,15337.99683541468,35,2,4,93,0.8568418176497667,0.18384591561310104,2.2610344575263284,0,44,41,0.9353799039210363,0.43617021276595747,1
34,45185.51392021898,11766.768754341418,2,0,4,28,0.16225104669320603,0.04345888817853705,8.521759900569835,1,33,14,0.7030143730589312,0.8275862068965517,1
21,15977.190514655165,15292.049779084162,13,4,4,16,0.23838479184405728,0.6920950883153376,5.311436804879407,1,5,40,2.2087638613843263,2.9411764705882355,1
65,57481.24176262087,1000.0,9,1,2,75,0.23685512246330812,0.19785282509624513,6.74091957093367,1,34,39,0.19136344830505547,0.6447368421052632,0
69,55289.63369902748,2618.3487900705004,37,2,0,38,0.7429649633786484,0.9785584365247078,9.552334231603108,1,12,30,0.04735610020900439,1.0256410256410255,0
64,51274.04719531542,17797.044333357022,39,0,4,7,0.7714178412182667,0.10344550423041066,7.628731667330285,1,49,9,0.737143043269792,2.375,1
42,45663.458995557135,27545.59752421989,26,0,0,10,0.4354189510324724,0.36356031975846337,1.8439864379934554,1,39,43,0.6032174283921748,4.818181818181818,1
38,44144.84162455091,17785.76883315335,23,2,0,63,0.8754642518810857,0.47892487343489965,11.846389709708541,1,10,2,0.4028866180515204,0.1875,1
54,60038.00467401344,9237.04916082677,15,0,1,31,0.30758140725968275,0.21849420238700712,2.583263149518876,0,12,0,0.23712999970815576,0.0,1
55,49423.667968227535,3457.1699674613174,9,5,4,87,0.5200961706240455,0.5033415515112717,11.780967746867633,1,41,39,0.4746045028069925,0.5568181818181818,1
66,56299.43743110664,21276.21808380511,26,2,2,76,0.8970307835746449,0.12447595380894372,6.58459244731778,1,44,17,0.5555235360662516,0.35064935064935066,1
18,54299.65634909096,10462.43879187919,6,2,1,40,0.7616830693749183,0.0016409835308522913,10.227498253875057,0,43,43,0.2847560201201517,1.048780487804878,1
42,72468.54574191524,20145.88334842048,27,4,1,65,0.48974773005786953,0.6982024182993346,2.363597868698568,1,27,40,0.34698552462260707,0.7575757575757576,0
68,63539.88194750108,18118.92126452574,25,2,0,86,0.18682048166330123,0.8345482993210089,10.474486859553044,0,3,5,0.285153757851457,0.05747126436781609,0
53,53857.23686300381,18826.403138037516,17,3,3,75,0.8234816224183433,0.5746940444675501,2.423567231083559,1,21,39,0.6280636929144162,0.6447368421052632,1
34,80368.4406130436,15268.813658828447,12,0,2,69,0.5337006512818945,0.2285015629291347,10.790869498000315,1,48,23,0.3144082311147433,0.4714285714285714,0
58,58405.37058113123,18069.15507975713,7,4,4,9,0.3466779671604987,0.39456277253751537,5.869231374375038,0,36,9,0.651797992256272,0.9,1
41,76099.25377580838,14044.364789949319,26,1,4,46,0.46097501290253395,0.6262953875095093,10.475531427211589,0,17,36,0.44736204021400694,0.7659574468085106,1
19,62138.85216773276,9917.54772505437,13,3,2,18,0.348742578201784,0.03255009564686062,4.032732532242584,1,1,7,0.3205277616575489,0.8947368421052632,0
57,13161.618421369138,7292.007515871588,5,2,4,69,0.5408443926158216,0.09422457197462664,8.790358506428245,1,49,24,2.073448203251398,0.4857142857142857,1
32,76096.6952663866,1000.0,19,1,3,16,0.31834863785698825,0.9581958336907732,9.514357578072413,1,32,41,0.21025603921367933,3.0,0
49,52703.52482685338,13551.123500763924,27,1,3,87,0.45678684882187326,0.6785324207481471,6.498559753352797,1,42,2,0.5417205371751478,0.13636363636363635,1
56,48960.90458198444,27155.025463615624,22,1,4,6,0.441008210441026,0.6969974599141742,10.513811710950952,1,4,22,0.9630962248344878,4.571428571428571,1
23,55626.96694979154,20840.64074030078,11,1,1,18,0.5928553628231,0.1025033916938235,8.511888476823875,0,11,24,0.4645260676814581,1.263157894736842,1
18,43100.336760858656,16821.672947807667,23,4,4,71,0.1113328152256635,0.23294892906927034,4.46013118213642,1,15,49,0.8543046623381365,0.8194444444444444,1
64,54540.57720777891,9127.960045686792,21,4,4,81,0.5790009594776513,0.39114685429453777,11.224881871428162,1,29,38,0.5340505635677228,0.5853658536585366,1
40,38162.478673138154,22978.713806072617,25,1,2,71,0.5744910209320601,0.20523464648573575,4.739098230750502,0,17,8,0.8641432844350506,0.1111111111111111,1
56,75485.4451746874,14045.5255055758,21,3,3,18,0.41383062518230984,0.8094602110302023,9.040860103407297,0,26,6,0.38477802787454,0.3157894736842105,0
34,47728.23772757899,27599.474510312466,6,0,1,38,0.29751951241705465,0.606444381344194,8.619069668608708,1,46,31,0.6830084883479247,1.0512820512820513,1
51,42348.32314555133,7151.30189364255,14,5,2,49,0.7714010620041614,0.19683092685801107,2.4524041689939517,1,26,21,0.40499589178072243,0.62,1
58,31501.483685614523,9000.24377621875,29,0,2,13,0.3758267373302969,0.7709077331737927,5.708151239249217,1,10,7,0.6031347866357322,1.2142857142857142,1
46,55375.51578297283,8221.840446242973,3,4,1,14,0.3493835392556942,0.5407200962207178,7.316922679993241,1,12,15,0.23876259203560124,1.6666666666666667,0
26,53742.14200250184,3143.0530365278955,5,3,1,12,0.4705335717712581,0.20785140279543746,3.0490228540747375,1,1,42,0.1515179934241437,4.0,0
30,57768.49227355013,7503.6425184659,1,3,2,33,0.32239188664293206,0.8428535161476322,2.0934804205780977,1,24,24,0.30299110879463237,1.0,0
23,29454.962249897424,15825.73007812734,30,2,4,65,0.764610673982818,0.20996431761263268,7.008475042919131,1,32,21,1.216247148003189,0.4696969696969697,1
23,17976.376023768542,9302.391801194979,23,4,1,58,0.551958474007206,0.6906279850601865,2.685760059128102,1,34,46,0.7955772734733516,0.9491525423728814,1
37,62511.826050131196,1000.0,34,3,0,43,0.7035032906443496,0.39990945908909115,9.668795910062432,1,23,26,0.015996717204851137,0.8181818181818182,1
69,79692.83723753016,23594.186379360974,30,3,1,37,0.6963058117954971,0.7494608729630826,10.40911826670633,1,44,13,0.35880047153627503,0.6052631578947368,0
20,29472.927552202076,1527.2501652207575,24,0,2,27,0.7305658479980334,0.4234613178409583,2.031299245128503,1,0,48,0.391099901592841,2.0714285714285716,0
34,81788.82567123396,19713.826279093097,7,3,0,76,0.7953646795413597,0.28661725315451236,8.733515204965459,0,24,14,0.24103030074101972,0.18181818181818182,1
66,55678.221174727616,15249.716717356518,11,3,2,44,0.8355711698622669,0.9610054221294401,9.054499936222001,1,49,35,0.453485450849251,1.0,1
29,49858.74190898341,31938.98253136274,1,1,3,27,0.40688724930079834,0.7587223420957172,1.728458274065869,0,12,12,0.941420487435487,0.42857142857142855,1
65,42049.02606908444,22975.659852180957,14,0,3,63,0.45497400901278817,0.8276484830972076,7.55951510331839,1,33,23,0.9031066898695934,0.515625,1
64,22309.639611500068,10963.163236120206,39,0,4,54,0.14004711607955908,0.31288871753576997,7.839232179241404,1,14,3,1.3878205096442047,0.23636363636363636,1
62,69754.57031849198,9383.491501157503,31,1,1,68,0.8405651020882443,0.3479504117214288,6.632045043107238,1,5,20,0.20619846466002564,0.43478260869565216,1
18,34487.87277124794,27021.821446394282,10,0,2,60,0.5697161676835912,0.17280526460754642,8.588715726290118,1,17,26,1.0734424894645431,0.5901639344262295,1
34,34403.86648524799,3193.0312231887056,16,2,0,47,0.6698515826478001,0.44674506272139136,3.7164452207778056,1,41,30,0.09280754583244213,0.8333333333333334,0
20,69838.52619773909,16527.039487349663,20,5,1,88,0.4488042037898401,0.9969648042706865,3.874406759692407,0,27,18,0.3082357607409793,0.20224719101123595,0
43,12340.331066565472,13951.036294002624,21,2,4,62,0.479078335593619,0.5894869220862969,11.162172901850935,0,21,17,2.7510027979057385,0.2698412698412698,1
32,19528.043786636666,12254.191450362592,32,4,2,16,0.534541161955017,0.7242498348249462,8.470444358943718,1,42,42,1.1395433229347711,3.0588235294117645,1
53,49637.31512983837,17828.111875587405,28,5,2,40,0.7362854239343591,0.7374928782670248,5.366910777656299,1,7,5,0.5606175754112067,0.36585365853658536,1
49,55865.68858009704,16516.478884069405,14,0,3,77,0.5903748727968011,0.20279568022330374,8.388127142716883,1,23,9,0.5641372289120677,0.24358974358974358,1
49,59694.69295937847,18659.205942333952,20,0,4,10,0.7489682591481068,0.056027523121221945,9.230592683325778,1,11,7,0.6476046097436315,1.5454545454545454,1
21,43964.03013207494,16111.805218906271,1,2,2,36,0.2733488300625747,0.1215941465027337,4.324257950306439,1,23,19,0.5939221499556361,0.7837837837837838,1
35,100607.39337283379,18341.45124013798,37,4,3,69,0.26467108406268214,0.7196912889089386,6.7164670608931605,1,0,3,0.3313983070635219,0.18571428571428572,0
66,45442.14882468332,15746.921543452758,2,4,3,64,0.2654508779484237,0.4557921789377196,2.2617456556778395,1,39,3,0.6766019155510627,0.2,1
36,45384.276957945556,9724.584902269484,24,2,0,58,0.10387507767016357,0.904679655135518,7.613415838198802,1,48,10,0.21426739141154474,0.3389830508474576,0
60,34060.26662372245,15032.010081892764,12,2,4,28,0.24325091652459285,0.36650244456368986,8.567377860928163,1,27,7,1.0284999224748215,0.5862068965517241,1
69,52478.136330421425,9284.907522367841,23,5,4,33,0.1949975304838497,0.10267177443955344,9.175060563416272,1,7,18,0.5580295250665508,0.8235294117647058,1
52,62299.22464093549,8756.987162153197,30,1,2,12,0.4630034881842785,0.968468380172259,11.56538305909869,1,2,32,0.30107414973634905,3.230769230769231,0
57,74071.5610906692,12310.799978257986,14,4,0,17,0.20179257096888759,0.40070600602719975,2.834503902831709,1,16,20,0.16619919437089314,1.6666666666666667,0
